Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV2590;Wayatanwa;;;;;;;;;;;;;
PROV3236;Anam a Cheper;;;;;;;;;;;;;
PROV644;Kaposvár;;;;;;;;;;;;;
PROV643;Székesfehérvár;;;;;;;;;;;;;
PROV640;Pécs;;;;;;;;;;;;;
PROV639;Zalaegerszeg;;;;;;;;;;;;;
PROV642;Gyor;;;;;;;;;;;;;
PROV641;Pest;;;;;;;;;;;;;
PROV645;Kecskemét;;;;;;;;;;;;;
PROV646;Miskolc;;;;;;;;;;;;;
PROV648;Debretin;;;;;;;;;;;;;
PROV649;Seghedin;;;;;;;;;;;;;
PROV650;Bichisciaba;;;;;;;;;;;;;
PROV2632;Kwangchowan;;;;;;;;;;;;;
PROV1495;Mowming;;;;;;;;;;;;;
PROV1644;Meakan;;;;;;;;;;;;;
PROV2224;Antigua en Barbuda;;;;;;;;;;;;;
PROV2220;Caico Islands;;;;;;;;;;;;;
CHI_1082;Guanwai;;;;;;;;;;;;;
PROV2591;Tranquebar;;;;;;;;;;;;;
PROV2625;North West River;;;;;;;;;;;;;
PROV995;Petrozavodsk;;;;;;;;;;;;;
PROV965;Táfros;;;;;;;;;;;;;
PROV1048;Novosechinsk;;;;;;;;;;;;;
PROV1045;Migulinskaya;;;;;;;;;;;;;
PROV950;Uzhgorod;;;;;;;;;;;;;
RUS_1185;Zhetysu;;;;;;;;;;;;;
RUS_2618;Kamchatka;;;;;;;;;;;;;
RUS_2621;Kolyma;;;;;;;;;;;;;
RUS_2590;Chukotka;;;;;;;;;;;;;
RUS_1070;Yeniseysk;;;;;;;;;;;;;
RUS_2694;Evenkiysk;;;;;;;;;;;;;
RUS_2615;Northern Yeniseysk;;;;;;;;;;;;;
RUS_1065;Yamalia;;;;;;;;;;;;;
RUS_2653;Khanty-Mansi;;;;;;;;;;;;;
PROV2634;Beringovsky;;;;;;;;;;;;;
PROV2661;Belebino;;;;;;;;;;;;;
PROV2660;Seymchan;;;;;;;;;;;;;
PROV2620;Susuman;;;;;;;;;;;;;
PROV2639;al-Qurayyat;;;;;;;;;;;;;
PROV2665;Sambas;;;;;;;;;;;;;
PROV2647;Lifau;;;;;;;;;;;;;
PROV1080;Chumikan;;;;;;;;;;;;;
PROV2671;Barguzin;;;;;;;;;;;;;
PROV2670;Verkhneudinsk;;;;;;;;;;;;;
PROV2662;Ánimas;;;;;;;;;;;;;
PROV1073;Gizhiga;;;;;;;;;;;;;
PROV1076;Nizhneudinsk;;;;;;;;;;;;;
PROV2645;Bodaybo;;;;;;;;;;;;;
PROV2693;Essey;;;;;;;;;;;;;
PROV2677;Ilimsk;;;;;;;;;;;;;
PROV2675;Erbogachen;;;;;;;;;;;;;
PROV2701;Kansk;;;;;;;;;;;;;
PROV1070;Yeniseysk;;;;;;;;;;;;;
PROV2656;Baikit;;;;;;;;;;;;;
PROV2651;Mirny;;;;;;;;;;;;;
PROV2674;Abakan;;;;;;;;;;;;;
PROV2682;Obdorsk;;;;;;;;;;;;;
PROV2646;Surgut;;;;;;;;;;;;;
PROV2690;Agrotur & Dikelya;;;;;;;;;;;;;
TUR_855;Cyprus;;;;;;;;;;;;;
PROV2685;Verkhoturye;;;;;;;;;;;;;
PROV2614;Shadrinsk;;;;;;;;;;;;;
PROV2658;Kurgan;;;;;;;;;;;;;
PROV2683;Narym;;;;;;;;;;;;;
PROV2613;Nadym;;;;;;;;;;;;;
PROV2659;Khalmer-Sede;;;;;;;;;;;;;
PROV2698;Kuznetsk;;;;;;;;;;;;;
PROV2691;Minusk;;;;;;;;;;;;;
PROV2657;Dudinka;;;;;;;;;;;;;
PROV1065;Nyagan;;;;;;;;;;;;;
PROV2686;Kainsk;;;;;;;;;;;;;
PROV1696;Cape Juby;;;;;;;;;;;;;
ENG_1251;West Bengal;;;;;;;;;;;;;
ENG_1252;East Bengal;;;;;;;;;;;;;
PROV1290;Umerkot;;;;;;;;;;;;;
USA_1;Alyaska;;;;;;;;;;;;;
KOK_1190;Alay;;;;;;;;;;;;;
PROV892;Beth Nohadra;;;;;;;;;;;;;
PROV925;Sulaymania;;;;;;;;;;;;;
PROV1110;Chihriq;;;;;;;;;;;;;
PROV914;Trablos;;;;;;;;;;;;;
PROV1469;Uriankhai;;;;;;;;;;;;;
PROV1181;Akmolinsk;;;;;;;;;;;;;
PROV3106;Lake Balkhash;;;;;;;;;;;;;
PROV2606;Balkhash;;;;;;;;;;;;;
ARG_2379;Trespopulania;;;;;;;;;;;;;
ARG_2389;L'Espandida;;;;;;;;;;;;;
ARG_2393;La Pampa;;;;;;;;;;;;;
PROV1391;Kota Kubang Labu;;;;;;;;;;;;;
PROV1382;Hà Tiên;;;;;;;;;;;;;
RUS_1048;Kuban;;;;;;;;;;;;;
PROV1049;Phanagóreia;;;;;;;;;;;;;
PROV900;Antakiyah;;;;;;;;;;;;;
PROV689;Tešín;;;;;;;;;;;;;
PROV1773;Saguia el-Hamra;;;;;;;;;;;;;
PROV1178;Sana'a;;;;;;;;;;;;;
PROV972;Kodak;;;;;;;;;;;;;
PROV1041;Elista;;;;;;;;;;;;;
PROV745;Livorno;;;;;;;;;;;;;
BRZ_2408;Grão - Pará;;;;;;;;;;;;;
BRZ_2428;Kuto Wolof;;;;;;;;;;;;;
NEJ_1160;Ha'il;;;;;;;;;;;;;
PROV396;Eupen-Malmedy;;;;;;;;;;;;;
KOR_1624;Hanseong;;;;;;;;;;;;;
PROV3101;Lake Chad;;;;;;;;;;;;;
PROV3102;Ukerewe;;;;;;;;;;;;;
PROV1845;Bahr el Ghazal;;;;;;;;;;;;;
PROV2070;Umtali;;;;;;;;;;;;;
PROV2516;Whakatu;;;;;;;;;;;;;
PROV2515;Otautahi;;;;;;;;;;;;;
PROV2513;Otepoti;;;;;;;;;;;;;
PROV2512;Te Upoko-o-te-Ika;;;;;;;;;;;;;
PROV2511;Ahuriri;;;;;;;;;;;;;
PROV2510;Ngamotu;;;;;;;;;;;;;
PROV1624;Hanseong;;;;;;;;;;;;;
PROV2086;Aixa-aibes;;;;;;;;;;;;;
PROV2079;Otjozondjii;;;;;;;;;;;;;
PROV2078;Otjomuise;;;;;;;;;;;;;
PROV1481;Lusun;;;;;;;;;;;;;
PROV2083;Ezorongondo;;;;;;;;;;;;;
PROV1019;Voronezh;;;;;;;;;;;;;
PROV3246;Saint Barths;;;;;;;;;;;;;
PROV82;Grande Ronde;;;;;;;;;;;;;
PROV81;Heceta;;;;;;;;;;;;;
PROV83;Cabo Blanco;;;;;;;;;;;;;
PROV78;Puerto Ángeles;;;;;;;;;;;;;
PROV2101;Thaba Nchu;;;;;;;;;;;;;
PROV2102;Qwa-Qwa;;;;;;;;;;;;;
PROV2103;Lephoi;;;;;;;;;;;;;
PROV2094;Griqualand;;;;;;;;;;;;;
TRN_2108;Tky-Gariep;;;;;;;;;;;;;
PROV2107;Makwasi;;;;;;;;;;;;;
PROV2106;Saan;;;;;;;;;;;;;
PROV2105;Ga-Rankuwa;;;;;;;;;;;;;
PROV2109;Ga-Riba;;;;;;;;;;;;;
PROV2112;Emnambithi;;;;;;;;;;;;;
ORA_2103;Basutoland;;;;;;;;;;;;;
ZUL_2113;Zululand;;;;;;;;;;;;;
PROV1152;Jeddah;;;;;;;;;;;;;
CAN_19;New Caledonia;;;;;;;;;;;;;
PROV1;San Jacinto;;;;;;;;;;;;;
PROV2;Novorossiysk;;;;;;;;;;;;;
PROV3;Fort Nikolaevskaia;;;;;;;;;;;;;
PROV4;Nikolaevsk;;;;;;;;;;;;;
PROV5;Vasilievskiy Arkhipelag;;;;;;;;;;;;;
PROV6;Selkirk;;;;;;;;;;;;;
PROV8;Kuala Kelantan;;;;;;;;;;;;;
PROV9;Kuujjuaq;;;;;;;;;;;;;
PROV10;San Khew Jong;;;;;;;;;;;;;
PROV12;Liwa;;;;;;;;;;;;;
PROV13;Nuevo Oporto;;;;;;;;;;;;;
PROV14;Candelaria del Cañón;;;;;;;;;;;;;
PROV15;Campania;Prince Rupert;Prince Rupert;;Prince Rupert;;;;;;;;;
PROV16;Valle del Oro;Glenora;Glenora;;Glenora;;;;;;;;;
PROV17;Stikina;;;;;;;;;;;;;
PROV19;Monte Vale;;;;;;;;;;;;;
PROV20;Okanagan;;;;;;;;;;;;;
PROV21;Kootenay;;;;;;;;;;;;;
PROV44;Burgersdorp;;;;;;;;;;;;;
CAN_46;Attawandaron;;;;;;;;;;;;;
CAN_50;Geimhreach;;;;;;;;;;;;;
CAN_58;Ildathach;;;;;;;;;;;;;
ENG_68;Terre Ferme;;;;;;;;;;;;;
MEX_94;Nevada;;;;;;;;;;;;;
MEX_97;Yuta;;;;;;;;;;;;;
USA_201;Ayllónia;;;;;;;;;;;;;
USA_205;Axacan del Sur;;;;;;;;;;;;;
ENG_258;Connacht;;;;;;;;;;;;;
ENG_263;Leinster;;;;;;;;;;;;;
SWE_322;Stockholm;;;;;;;;;;;;;
SWE_329;Göteborg;;;;;;;;;;;;;
SWE_334;Malmö;;;;;;;;;;;;;
RUS_343;Old Finland;;;;;;;;;;;;;
RUS_345;Varsinais-Suomi;;;;;;;;;;;;;
RUS_360;Lithuania;;;;;;;;;;;;;
HOL_369;Holstein;;;;;;;;;;;;;
SCH_370;Schleswig;;;;;;;;;;;;;
NET_379;Zeeland;;;;;;;;;;;;;
PROV381;Limburg;;;;;;;;;;;;;
HAN_534;Hannover;;;;;;;;;;;;;
PRU_544;Mecklenburg;;;;;;;;;;;;;
PRU_575;Rheinland;;;;;;;;;;;;;
BAV_599;Bayern;;;;;;;;;;;;;
SPA_610;Caroline Islands;;;;;;;;;;;;;
AUS_652;Banat;;;;;;;;;;;;;
AUS_654;Transilvania de Nord;;;;;;;;;;;;;
AUS_657;Transilvania de Sud;;;;;;;;;;;;;
MOL_676;Bessarabia;;;;;;;;;;;;;
PRU_682;Silesia;;;;;;;;;;;;;
PRU_685;Oberschlesien;;;;;;;;;;;;;
AUS_702;Western Galicia;;;;;;;;;;;;;
PROV704;Nowy Sacz;;;;;;;;;;;;;
RUS_706;Mazovia;;;;;;;;;;;;;
PROV711;Siedlce;;;;;;;;;;;;;
PROV713;Radom;;;;;;;;;;;;;
PROV715;Lublin;;;;;;;;;;;;;
PROV716;Kielce;;;;;;;;;;;;;
RUS_715;Lublin;;;;;;;;;;;;;
PROV719;Balstoge;;;;;;;;;;;;;
PROV748;Grosseto;;;;;;;;;;;;;
SAR_765;Sardinia & Corsica;;;;;;;;;;;;;
FRA_801;Tahiti;;;;;;;;;;;;;
TUR_805;Nótia Makedonía;;;;;;;;;;;;;
TUR_806;Vóreia Makedonía;;;;;;;;;;;;;
TUR_809;Filippoúpoli;;;;;;;;;;;;;
TUR_823;Dogu Makedonya;;;;;;;;;;;;;
PROV829;Xanthe;;;;;;;;;;;;;
TUR_876;Ankara;;;;;;;;;;;;;
TUR_880;Kastamonu;;;;;;;;;;;;;
TUR_882;Trebizond;;;;;;;;;;;;;
TUR_890;Van;;;;;;;;;;;;;
TUR_893;Sophene;;;;;;;;;;;;;
TUR_894;Adana;;;;;;;;;;;;;
RUS_940;Naugardukas;;;;;;;;;;;;;
PROV1082;Haesamwai;;;;;;;;;;;;;
JAP_1086;Sakhalin;;;;;;;;;;;;;
PROV1087;Otomari;;;;;;;;;;;;;
JAP_1088;Ezo;;;;;;;;;;;;;
AST_1097;New Caledonia;;;;;;;;;;;;;
PER_1116;Mazandaran;;;;;;;;;;;;;
PER_1128;Lorestan;;;;;;;;;;;;;
PER_1132;Khuzestan;;;;;;;;;;;;;
PER_1136;Fars;;;;;;;;;;;;;
PER_1140;Kerman;;;;;;;;;;;;;
AFG_1209;Pashtunistan;;;;;;;;;;;;;
KOK_1210;Bandakshan;;;;;;;;;;;;;
AFG_1214;Kunduz;;;;;;;;;;;;;
PAN_1233;Amritsar;;;;;;;;;;;;;
ENG_1244;East United Provinces;;;;;;;;;;;;;
NEP_1326;Western Himalayas;;;;;;;;;;;;;
SIA_1352;Pattani;;;;;;;;;;;;;
SIA_1355;Shan;;;;;;;;;;;;;
LUA_1356;Laos;;;;;;;;;;;;;
SIA_1358;Isan;;;;;;;;;;;;;
PROV1360;Xiangabouli;;;;;;;;;;;;;
DAI_1369;Tonkin;;;;;;;;;;;;;
DAI_1375;Annam;;;;;;;;;;;;;
DAI_1380;Cochinchina;;;;;;;;;;;;;
ENG_1384;Southern Malaya;;;;;;;;;;;;;
ENG_1391;Northern Malaya;;;;;;;;;;;;;
SIA_1392;Ayutthaya;;;;;;;;;;;;;
BRU_1394;West Borneo;;;;;;;;;;;;;
BRU_1395;Sarawak;;;;;;;;;;;;;
BRU_1397;Sabah;;;;;;;;;;;;;
PROV3585;Simanggang;;;;;;;;;;;;;
PROV3586;Marudi;;;;;;;;;;;;;
PROV3587;Limbang;;;;;;;;;;;;;
PROV3588;Sipitang;;;;;;;;;;;;;
NET_1413;West Java;;;;;;;;;;;;;
NET_1418;East Java;;;;;;;;;;;;;
NET_1423;East Borneo;;;;;;;;;;;;;
PROV3589;Nunukan;;;;;;;;;;;;;
NET_1426;South Borneo;;;;;;;;;;;;;
NET_1446;Timor;;;;;;;;;;;;;
NET_1447;Moluccas;;;;;;;;;;;;;
NET_1449;Celebes;;;;;;;;;;;;;
CHI_1465;Eastern Mongolia;;;;;;;;;;;;;
CHI_1468;Western Mongolia;;;;;;;;;;;;;
CHI_1470;South Anhwei;;;;;;;;;;;;;
CHI_1477;North Anhwei;;;;;;;;;;;;;
CHI_1479;Fengtien;;;;;;;;;;;;;
CHI_1482;Fukien;;;;;;;;;;;;;
CHI_1485;Formosa;;;;;;;;;;;;;
CHI_1490;Kansu;;;;;;;;;;;;;
CHI_1493;East Canton;;;;;;;;;;;;;
CHI_1496;Hong Kong;;;;;;;;;;;;;
CHI_1499;West Canton;;;;;;;;;;;;;
CHI_1502;Kwangsi;;;;;;;;;;;;;
CHI_1505;Kweichow;;;;;;;;;;;;;
CHI_1508;East Honan;;;;;;;;;;;;;
CHI_1510;West Honan;;;;;;;;;;;;;
CHI_1519;West Hupeh;;;;;;;;;;;;;
CHI_1522;East Hupeh;;;;;;;;;;;;;
PROV1523;Siangyang;;;;;;;;;;;;;
CHI_1524;North Hunan;;;;;;;;;;;;;
CHI_1526;South Hunan;;;;;;;;;;;;;
CHI_1532;Inner Mongolia;;;;;;;;;;;;;
CHI_1540;North Kiangsu;;;;;;;;;;;;;
PROV1542;Pengcheng;;;;;;;;;;;;;
CHI_1545;North Kiangsi;;;;;;;;;;;;;
CHI_1547;South Kiangsi;;;;;;;;;;;;;
CHI_1552;Heilungkiang;;;;;;;;;;;;;
CHI_1555;Kirin;;;;;;;;;;;;;
PROV1559;Sianfu;;;;;;;;;;;;;
CHI_1559;Shensi;;;;;;;;;;;;;
CHI_1563;West Shantung;;;;;;;;;;;;;
CHI_1572;Shansi;;;;;;;;;;;;;
CHI_1578;West Szechwan;;;;;;;;;;;;;
CHI_1586;Gyalrong;;;;;;;;;;;;;
CHI_1579;East Szechwan;;;;;;;;;;;;;
TIB_1587;Eastern Himalayas;;;;;;;;;;;;;
CHI_1594;Kashgar;;;;;;;;;;;;;
CHI_1600;Urumtsi;;;;;;;;;;;;;
CHI_1601;Yunnan;;;;;;;;;;;;;
CHI_1604;Shanghai;;;;;;;;;;;;;
CHI_1610;Chekiang;;;;;;;;;;;;;
PROV1612;Paoting;;;;;;;;;;;;;
CHI_1612;Chihli;;;;;;;;;;;;;
PROV1616;Peking;;;;;;;;;;;;;
CHI_1616;Shuntien;;;;;;;;;;;;;
PROV1643;Ishikari;;;;;;;;;;;;;
JAP_1649;Kanto;;;;;;;;;;;;;
JAP_1654;Bonin Islands;;;;;;;;;;;;;
JAP_1655;Kansai;;;;;;;;;;;;;
JAP_1640;Chugoku;;;;;;;;;;;;;
JAP_1665;Shikoku;;;;;;;;;;;;;
JAP_1660;Kyushu;;;;;;;;;;;;;
JAP_1672;Tohoku;;;;;;;;;;;;;
JAP_1675;Chubu;;;;;;;;;;;;;
PROV1679;Amami;;;;;;;;;;;;;
MOR_1693;Marrakesh;;;;;;;;;;;;;
ALD_1704;Tilimsan;;;;;;;;;;;;;
ALD_1708;Constantine;;;;;;;;;;;;;
PROV1709;Bône;;;;;;;;;;;;
ALD_1713;North Sahara;;;;;;;;;;;;;
TRI_1731;Tripolitania;;;;;;;;;;;;;
TRI_1735;Cyrenaica;;;;;;;;;;;;;
TRI_1740;Fezzan;;;;;;;;;;;;;
EGY_1745;Cairo;;;;;;;;;;;;;
EGY_1751;Alexandria;;;;;;;;;;;;;
EGY_1755;Sinai;;;;;;;;;;;;;
ENG_1844;Sudd;;;;;;;;;;;;;
ETH_1852;Begemder;;;;;;;;;;;;;
ETH_1853;Tigray;;;;;;;;;;;;;
ETH_1859;Shewa;;;;;;;;;;;;;
ETH_1862;Gibe;;;;;;;;;;;;;
ETH_1865;Harar;;;;;;;;;;;;;
ETH_1867;Ogaden;;;;;;;;;;;;;
ETH_1855;Gojjam;;;;;;;;;;;;;
ETH_3591;Kaffa;;;;;;;;;;;;;
PROV1860;Sidama;;;;;;;;;;;;;
PROV1863;Jimma;;;;;;;;;;;;;
PROV1864;Borana;;;;;;;;;;;;;
PROV1866;Bale;;;;;;;;;;;;;
PROV1867;Ogaden;;;;;;;;;;;;;
SOM_1868;Somalia;;;;;;;;;;;;;
SOM_1872;North Somalia;;;;;;;;;;;;;
FRA_1878;Guinea-Bissau;;;;;;;;;;;;;
FRA_1883;Guinea;;;;;;;;;;;;;
ASH_1909;Gold Coast;;;;;;;;;;;;;
FRA_1919;Dahomey;;;;;;;;;;;;;
SOK_1934;Biafra;;;;;;;;;;;;;
SOK_1937;Tukari;;;;;;;;;;;;;
SOK_1945;Kano;;;;;;;;;;;;;
SPA_1955;Equatorial Guinea;;;;;;;;;;;;;
ENG_1956;Cameroon;;;;;;;;;;;;;
SOK_1963;Adamawa;;;;;;;;;;;;;
SOK_1956;Coastal Cameroon;;;;;;;;;;;;;
FRA_1970;Bangassou;;;;;;;;;;;;;
BEL_1990;Kivu;;;;;;;;;;;;;
BEL_1996;Eastern Congo;;;;;;;;;;;;;
BEL_2034;Ruanda-Urundi;;;;;;;;;;;;;
ENG_2036;Zanzibar;;;;;;;;;;;;;
ENG_2044;Tanganyika;;;;;;;;;;;;;
ENG_2048;Zanzibar;;;;;;;;;;;;;
POR_2054;Sofala;;;;;;;;;;;;;
ENG_2067;Niaseria;;;;;;;;;;;;;
ENG_2068;Mashonaland;;;;;;;;;;;;;
ENG_2071;Rozwi;;;;;;;;;;;;;
ENG_2074;Bechuanaland;;;;;;;;;;;;;
ENG_2094;Griqualand West;;;;;;;;;;;;;
PROV2124;Maore;;;;;;;;;;;;;
MEX_2149;Coahuila;;;;;;;;;;;;;
MEX_2159;Veracruz;;;;;;;;;;;;;
MEX_2161;Jalisco;;;;;;;;;;;;;
MEX_2170;Guerrero;;;;;;;;;;;;;
MEX_2172;Valle de México;;;;;;;;;;;;;
MEX_2181;Chiapas;;;;;;;;;;;;;
PROV107;Valle de Jordan;;;;;;;;;;;;;
PROV108;Gran Mesa;;;;;;;;;;;;;
PROV104;San Francisco;;;;;;;;;;;;;
PROV2146;Kattoktynen;;;;;;;;;;;;;
PROV2148;Albuquerque;;;;;;;;;;;;;
UCA_2191;El Salvador;;;;;;;;;;;;;
UCA_2193;Taguzgalpa;;;;;;;;;;;;;
CHI_2221;South Kiangsu;;;;;;;;;;;;;
NET_2235;Leeward Antilles;;;;;;;;;;;;;
BOL_2309;Sahramil;;;;;;;;;;;;;
ARG_2360;Entre Rius;;;;;;;;;;;;;
ARG_2368;Cura;Jujuy;Jujuy;;Jujuy;;;;;;;;;
ARG_2355;Còsta Plana;Buenos Aires;Buenos Aires;;Buenos Aires;;;;;;;;;
PROV2367;Xolotas;;;;;;;;;;;;;
ARG_2374;Catamarca;;;;;;;;;;;;;
BRZ_2421;Yorobado;;;;;;;;;;;;
AST_2454;Fiji;;;;;;;;;;;;;
BRZ_2461;Santa Catarina;;;;;;;;;;;;;
SPA_2517;Mariana Islands;;;;;;;;;;;;;
AST_2534;Solomon Islands;;;;;;;;;;;;;
AST_2535;Melanesian Islands;;;;;;;;;;;;;
AUS_2538;Vojvodina;;;;;;;;;;;;;
TON_2540;Tonga;;;;;;;;;;;;;
USA_2543;Samoa;;;;;;;;;;;;;
HES_2560;Hessen;;;;;;;;;;;;;
RUS_2587;Kola;;;;;;;;;;;;;
CHI_2678;Outer Mongolia;;;;;;;;;;;;;
PROV2834;Bay of Ayan;;;;;;;;;;;;;
PROV2836;Coast of Kamchatka;;;;;;;;;;;;;
PROV2837;Sea of Okhotsk;;;;;;;;;;;;;
PROV2838;Coast of Sakhalin;;;;;;;;;;;;;
PROV2843;Seto Inland Sea;;;;;;;;;;;;;
PROV3126;Coast of Minami;;;;;;;;;;;;;
CAN_13;Nutka;;;;;;;;;;;;;
HAN_528;Niederelbe;;;;;;;;;;;;;
HAN_540;Ost-Friesland;;;;;;;;;;;;;
PRU_553;Anhalt;;;;;;;;;;;;;
PRU_554;Thüringen;;;;;;;;;;;;;
SAX_558;Sachsen;;;;;;;;;;;;;
PRU_570;Pfalz;;;;;;;;;;;;;
PRU_578;Ost-Rheinland;;;;;;;;;;;;;
BAV_595;Franken;;;;;;;;;;;;;
PRU_684;Upper Silesia;;;;;;;;;;;;;
PROV79;Bucareli;;;;;;;;;;;;;
PROV129;Jicarilla;;;;;;;;;;;;;
PROV128;Fuerte Teodoro;;;;;;;;;;;;;
PROV638;Prešov;;;;;;;;;;;;;
AUS_625;Bohemia;;;;;;;;;;;;;
AUS_626;Moravia;;;;;;;;;;;;;
PROV84;Sacramento;;;;;;;;;;;;;
PROV86;Sierra Nevada;;;;;;;;;;;;;
PROV98;San Pedro;;;;;;;;;;;;;
PROV2626;Sakami;;;;;;;;;;;;;
PROV59;Meastán;;;;;;;;;;;;;
PROV2140;Pitic;;;;;;;;;;;;;
PROV2137;Intxaurrondoak;;;;;;;;;;;;;
PROV2143;El Paso del Norte;;;;;;;;;;;;;
PROV2147;Ciudad Acuña;;;;;;;;;;;
PROV2171;Zihuatenejo;;;;;;;;;;;;;
PROV103;Sangre de Cristo;;;;;;;;;;;;;
PROV109;Cresto Cimarrón;;;;;;;;;;;
PROV105;Santa Fe;;;;;;;;;;;;;
PROV2187;La Mesilla;;;;;;;;;;;;;
PROV2628;Ocos;;;;;;;;;;;;;
BAV_601;Niederbayern;;;;;;;;;;;;;
PROV3249;Ulanhot;;;;;;;;;;;;;
PROV606;Luzern;;;;;;;;;;;;;
PROV2627;Moshannunk;;;;;;;;;;;;;
PROV160;Chippewa;;;;;;;;;;;;;
PROV3250;Fribourg;;;;;;;;;;;;;
PROV3251;PROV3251;;;;;;;;;;;;;
PROV185;Mocosa;;;;;;;;;;;;;
PROV186;Roconola;;;;;;;;;;;;;
PROV196;Santa Cruz;;;;;;;;;;;;;
PROV193;Chicasas;;;;;;;;;;;;;
PROV168;Piankashaw;;;;;;;;;;;;;
PROV3252;PROV3417;;;;;;;;;;;;;
PROV3253;PROV3253;;;;;;;;;;;;;
PROV3254;Bückeburg;;;;;;;;;;;;;
PROV3255;Gera;;;;;;;;;;;;;
PROV3256;Sondershausen;;;;;;;;;;;;;
PROV3257;Waldeck;;;;;;;;;;;;;
PROV60;Ajacán;;;;;;;;;;;;;
PROV211;Cuaquile;;;;;;;;;;;;;
PROV2186;Guatemala City;;;;;;;;;;;;;
PROV3259;Jadegebiet;;;;;;;;;;;;;
east_africa;East Africa;;;;;;;;;;;;;
west_africa;West Africa;;;;;;;;;;;;;
south_africa;South Africa;;;;;;;;;;;;;
central_africa;Equatorial Africa;;;;;;;;;;;;;
indochina;Indochina;;;;;;;;;;;;;
equatorial_africa;Equatorial Africa;;;;;;;;;;;;;
PROV599;München;;;;;;;;;;;;;
PROV595;Nürnberg;;;;;;;;;;;;;
PROV575;Köln;;;;;;;;;;;;;
PROV577;Kleve;;;;;;;;;;;;;
PROV536;Braunschweig;;;;;;;;;;;;;
PROV400;Dunkerque;;;;;;;;;;;;;
PROV451;Liyon;;;;;;;;;;;;;
PROV534;Hannover;;;;;;;;;;;;;
FRA_438;Centre-Val de Loire;;;;;;;;;;;;;
SIC_763;Sicilia;;;;;;;;;;;;;
PROV843;Samos;;;;;;;;;;;;;
PROV906;As-Suwayda;;;;;;;;;;;;;
PROV3443;Dolosaba;;;;;;;;;;;;;
PROV3444;Dugufalena;;;;;;;;;;;;;
PROV3445;Ipatinga;;;;;;;;;;;;;
PROV3446;Itacarami;;;;;;;;;;;;;
PROV3490;Stavanger;;;;;;;;;;;;;
PROV3491;PROV3491;;;;;;;;;;;;;
PROV3492;Santa Rita;;;;;;;;;;;;;
PROV3493;Wismar;;;;;;;;;;;;;
PROV823;Sérres;;;;;;;;;;;;;
PROV825;Palaiokastron;;;;;;;;;;;;;
PROV2729;Côte D'Argent;;;;;;;;;;;;;
PROV2750;Côte D'Azur;;;;;;;;;;;;;
PROV3539;Lac Calebasso;;;;;;;;;;;;;
PROV2354;Morogoro;;;;;;;;;;;;;
PROV3540;Menukung;;;;;;;;;;;;;
PROV3542;Lake Okeechobee;;;;;;;;;;;;;
PROV3543;Lake Tahoe;;;;;;;;;;;;;
PROV3544;Lake Izabal;;;;;;;;;;;;;
PROV3486;Lake Xolotlán;;;;;;;;;;;;
PROV3487;Lake Rukwa;;;;;;;;;;;;;
PROV3488;The Dead Sea;;;;;;;;;;;;;
PROV3489;Lake Attaea;;;;;;;;;;;;;
PROV3554;PROV3554;;;;;;;;;;;;;
PROV2375;Entralha;;;;;;;;;;;;;
PROV3555;Las Caunas;;;;;;;;;;;;;
PROV3557;Yamal;;;;;;;;;;;;;
PROV3558;Esquel;;;;;;;;;;;;;
PROV3559;Coihaique;;;;;;;;;;;;;
PROV3561;Snina;;;;;;;;;;;;;
PROV3562;Öland;;;;;;;;;;;;;
PROV3563;PROV3563;;;;;;;;;;;;;
PROV3564;Bocas del Toro;;;;;;;;;;;;;
PROV3565;Paracel Islands;;;;;;;;;;;;;
PROV3566;Anhayca;;;;;;;;;;;;;
PROV3568;Cascavèl;;;;;;;;;;;;;
PROV3569;PROV3569;;;;;;;;;;;;;
PROV3570;Khalij Aswad;;;;;;;;;;;;;
PROV2338;Fòrt Truita;;;;;;;;;;;;;
PRG_2338;Chaco Boreal;;;;;;;;;;;;;
ARG_2377;Secàia Granda;;;;;;;;;;;;;
ARG_2366;Chaco Central;;;;;;;;;;;;;
PROV3571;Baia Blanca;;;;;;;;;;;;;
PROV3572;Lahij;;;;;;;;;;;;;
PROV1249;Dhanbad;;;;;;;;;;;;;
PROV3573;Izu;;;;;;;;;;;;;
PROV835;Thíva;;;;;;;;;;;;;
edo_culture;Edo;;;;;;;;;;;;;
PROV802;Ioustinianí Défteri;;;;;;;;;;;;;
PROV803;Theranda;;;;;;;;;;;;;
PROV804;Nea Agora;;;;;;;;;;;;;
RUS_1052;Daghestan;;;;;;;;;;;;;
RUS_3390;Northern Caucasus;;;;;;;;;;;;;
PROV3593;Chilga;;;;;;;;;;;;;
PROV3594;Arsi;;;;;;;;;;;;;
PROV3595;Illuabor;;;;;;;;;;;;;
PROV3591;Kaffa;;;;;;;;;;;;;
PROV3592;Debre Tabor;;;;;;;;;;;;;
PROV3590;Harar;;;;;;;;;;;;;
PROV3596;Asosa;;;;;;;;;;;;;
PROV1853;Dessie;;;;;;;;;;;;;
PROV1854;Wolqait;;;;;;;;;;;;;
PROV1852;Gonder;;;;;;;;;;;;;
PROV1856;Adigrat;;;;;;;;;;;;;
PROV1857;Mekelle;;;;;;;;;;;;;
PROV1865;Dire Dawa;;;;;;;;;;;;;
