Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
BYZ_exarchate_of_assyria_desc;We have gained control of the Christian lands of Assyria. While there is substantial reasoning to be made in favor of granting it outright independence, the weakness that this state has shown most certainly push us towards instead organizing it as an Exarchate, so that the locals can have a significant say in the governance of these lands.;;;;;;;;;;;;;
BYZ_union_of_bethlehem_title;The Union of Bethlehem;;;;;;;;;;;;;
BYZ_union_of_bethlehem_desc;The original idea of Michael Meshaka have become a subject of frequent debate in the Senate. As more and more lands comes under Imperial control in the Levant, the prospect of complete union with the local Christians comes closer, and the support for the idea starts coming from the locals themselves. An organized proposal by the Senate, The Union of Bethlehem, as it has been called, proposes the direct annexation of all Levantine exarchates and granting of rights to all Christians of these lands. Should it be realised, the Union will yield hundreds of thousands of new loyal subjects that the Empire can rely on.;;;;;;;;;;;;;
EGY_annex_LBN_puppet_title;Negotiate with Syria;;;;;;;;;;;;;
EGY_annex_LBN_puppet_desc;Creation of the Syrian autonomy solidifed Christian influence in the whole of Egypt. The Majlis has been adjusted to fit disproportionally more Syriacs, as there are no other autonomous regions under Egypt. Such a situation heavily undermined the authority of the King, as the Christians have now wrestled control of the Majlis and can overrule his vetoes on legislations. The next step of the legal coup is negotiating the political reintegration of Syria, which will open way to getting rid of the decadent institution of the monarchy.;;;;;;;;;;;;;
EGY_eat_nubia_title;Union with Nubia;;;;;;;;;;;;;
EGY_eat_nubia_desc;If one was to follow the flow of the Nile upwards, he would soon find himself in Nubia, a land starkly different from the civilized Egypt or Levant. Failure of the Nubian state to provide for its people, despite relative peace, left the area in a state that is more appropriate for the 18th century, with little advancement being made. For the betterment of the Nubian people, we will not deprive ourself of intervention and subsequent integration of Nubia into $COUNTRY$;;;;;;;;;;;;
form_ARU_title;Unite the Arabs;;;;;;;;;;;;;
form_ARU_desc;Disunity and strife plagued the Arab people since the end of the Islamic Golden Age. Invasions by Turks, Mongols, Habesha and Persians divided the Arabs, who would not form a state capable of challenging the invaders until recently. The era of disunity in the Middle East must end. We will unite the Arabs under a single state!;;;;;;;;;;;;;
ARU_annex_maghreb_title;Invade Maghreb;;;;;;;;;;;;;
ARU_annex_maghreb_desc;Maghreb suffered greatly from the negligence of Qurtubah, who failed to prevent the Christians from gaining a foothold in the region despite massive advantages. The locals of the region clearly sympathize with us, so the restoration of Arab rule in Maghreb is only a matter of time.;;;;;;;;;;;;;
EGY_integrate_hedjaz_title;Integrate Hedjaz;;;;;;;;;;;;;
EGY_integrate_hedjaz_desc;We no longer require the Hashemites to govern the Holy City of Mecca. We should revoke their mandate and install direct rule in Hedjaz.;;;;;;;;;;;;;
EGY_pacify_sham_title;Pacify Sham;;;;;;;;;;;;;
EGY_pacify_sham_desc;The Sham, or Syria as it is known to the Christians, became a hotbed of resistance activity in a culmination of centuries of Muslim-Christian rivalry. People have died, wars have been fought and treaties have been signed, and yet Sham is still under Egyptian control, firm as it ever was. The resistance of the Syriacs lies broken, and the sympathies of the commoners are on our side - this chapter of our history can thus be considered complete, with the Battle for Syria ending with an Egyptian victory.;;;;;;;;;;;;;
EGY_take_mecca_title;Seize the Holy Cities;;;;;;;;;;;;;
EGY_take_mecca_desc;Political developments in the Arabian peninsula make unfeasible our continued policy of non-intervention in local affairs. While we still have the opportunity, we should support the claim of some Hejazi nobles residing in our lands and claim the Holy Cities of Mecca and Medina for ourselves, making us a true spiritual leader of the Muslims.;;;;;;;;;;;;;
BYZ_seize_rome_title;Seize Rome;;;;;;;;;;;;;
BYZ_seize_rome_desc;Our last attempt to return the Empire to Rome ended with the bloody War of the Verona Alliance, which lasted from 1632 to 1653 and ended in our defeat. This time, however, an opportunity to gain Rome peacefully presents itself: through some smart political machinations, a few bribes and promises that we do not intend to keep, we can gain control of the nvm i just realised this decision is compeltely useless;;;;;;;;;;;;;
ARE_unite_the_midi_title;Unite the Midi;;;;;;;;;;;;;
ARE_unite_the_midi_desc;In the search for its destiny, the Arelat nation came at a logical conclusion - a herald of the Southern peoples, the liberator of the Midi and the guardian of the Alpes. It is not outward where the Arelat destiny lies, nor is it strictly inward, deeper into the ambitionless hole we were languishing in for so long. Arles' future lies among the fellow Southerners, in an eternal alliance of fraternity.;;;;;;;;;;;;;
AFR_victory_sicily_title;Restore Rule over Sicily;;;;;;;;;;;;;
AFR_victory_sicily_desc;The stalemate between us and the Carlistas forced an unwanted truce in 1828. The island of Sicily fell firmly into enemy hands, and in the years that have passed, the island has been mismanaged to a terrible degree. We will have to deal with the  mess created, while also restoring the economic links between Africa and Sicily.;;;;;;;;;;;;;
SIC_annex_africa_title;An Offensive into Africa;;;;;;;;;;;;;
SIC_annex_africa_desc;The Francescan invasion of Sicily has once again failed! We shall rally all Carlista loyalists and prepare to strike the enemy domains. The Hautevilles will be united!;;;;;;;;;;;;;
SIC_victory_title;Victory in Africa;;;;;;;;;;;;;
SIC_victory_desc;Our victorious forces, just like Romans during the Punic Wars, have landed in Africa and completely defeated our foe. Francesco has reportedly fled to Arles, which means that Carlo is now the only Hauteville left standing. Despite the odds, we have prevailed!;;;;;;;;;;;;;
AFR_annex_tripoli_title;Claim Tripolitania;;;;;;;;;;;;;
AFR_annex_tripoli_desc;For centuries, Tripolitania has been contested between us and the Muradid Sultanate, who enjoyed the support of Cordoba. The tug of war finally ended in the late 18th century, when the Muradids lost the last of their holdings around lake Djerid, and in 1830 they were pushed behind Wadi Zamzam. Their remnants, while having little to no actual forces do to so, still plot to retake their old domains. This petty rump state has to be destroyed.;;;;;;;;;;;;;
AFR_stato_da_mar_title;Establish the Stato da Mar;;;;;;;;;;;;;
AFR_stato_da_mar_desc;Our domains encircle the Tyrrhenian Sea, and our navy is unrivaled in the Central Meditarranean. We dominate on the islands and on the continent, and it is only right that we reform the old dynastic state into the Dominion of the Sea, a true hegemon of the Meditarranean.;;;;;;;;;;;;;
AFR_take_fezzan_title;Claim Fezzan;;;;;;;;;;;;;
AFR_take_fezzan_desc;Fezzan is an area to the south of Tripoli filled with important trade posts on the Trans-Saharan trade routes. The gradual subjugation of the region was started by the Muradids, but their decline in the 18th century made the region fall back into the nomads' hands. We will continue what was started.;;;;;;;;;;;;;
TRI_form_ifriqiya_title;Restore Ifriqiya;;;;;;;;;;;;;
TRI_form_ifriqiya_desc;Before the vile Hautevilles, aided by the polytheists in Rome and beyond, took the city of Tunis in 1548, the area known to us as Ifriqiya was ruled by pious Muslims. Since this loss, the Maghreb never recovered, and in the next several centuries the Hautevilles slowly took over more and more land, despite military campaigns by our brothers in Qurtubah. But our spirit never faltered, and though our cause was thought to be done for, we have triumphantly returned to Tunis and reclaimed the glory of our ancestors that was lost so long ago!;;;;;;;;;;;;;
TRI_return_to_tripoli_title;Return to Tripoli;;;;;;;;;;;;;
TRI_return_to_tripoli_desc;The city of Tripoli was contested between the Hautevilles and us in the 16th and 17th centuries, rapidly chaging hands until we finaly lost it in 1711. Many say that the loss of Tripoli spelled the end of the Muradid dynasty, as it was the last significant stronghold, surrounded by useless desert. But a miraculous military campaign allowed us to retake the city once more, meaning that the Muradid cause is not yet lost!;;;;;;;;;;;;;
BRB_cancel_serfdom_title;End the Geregistreerde;;;;;;;;;;;;;
BRB_cancel_serfdom_desc;The institution of the Geregistreerde is slowing our industrial development and otherwise harming the society. Despite opposition from the Flemish aristocracy, we must give the peasants and the factory workers freedom to choose their place of work.;;;;;;;;;;;;;
FRD_colonize_interior_title;Colonize the Faruduan Interior;;;;;;;;;;;;;
FRD_colonize_interior_desc;The jungles of Inner Faruduu are dominated by hills and mountains, all geologically part of the Guianan Shield. The steep slopes of the local mountains make it hard to access the many remote native villages in the area, but the abundance of rivers and rare specks of savannas make the settlement of the lands slightly easier. Many Faruduans have already began exploiting the area, and we should formalize the state's control over it.;;;;;;;;;;;;;
claim_guinea_jungle_title;Claim the Guinean Interior;;;;;;;;;;;;;
claim_guinea_jungle_desc;The jungles and highlands of Guinea were, for the longest time, a land unfeasible for colonization and even exploration. Local tribes displayed no willingness for cooperation, frequently attacking our colonies. Though traversing the land is still a problem, we should use our right of Effective Occupation and incorporate the lands as a colony.;;;;;;;;;;;;;
prospect_resources_title;Prospect for Natural Resources;;;;;;;;;;;;;
prospect_resources_desc;The Industrial Revolution and its consequences have created a need for large amounts of raw resources like iron and coal. Geologists of our country say that there may be some untapped deposits of valuable goods in our country's soil, and we could potentially exploit them through technological advancements.\n\n§GWith each researched technology from the 'Metallurgy and Mining' tree, more resources will become available!\n\nAfter 1920, research 'Electrical Power Generation' and 'Shift Work' for more resources.§!;;;;;;;;;;;;;
ASY_crush_the_kurds_title;Pacify Kurmanca;;;;;;;;;;;;;
ASY_crush_the_kurds_desc;If one was to ask where Assyria ends and Kurmanca begins, he would be left with no answer, for the areas inhabited by the Assyrians and the Kurds roughly correspond with each other. Though they might have a lot in common, this exact circumstance of sharing the same batch of not-the-best land makes them mortal enemies. Clashes of faith defined the relationship of the two peoples since the Arab conquest, and the rise of the Yazidi faith in the 13th century only worsened the already complicated situation. Yazidi Sheikhs did little good to the Assyrian Church, upon which the Assyrian identity is based, and even under Turki rule the rivalry continued, culminating in the 1806 showdown between a newly-independent Assyria and the Kurdish tribes. Though Assyria subjugated the vast majotiry of them, a number were deemed too costly to subdue, residing around the lake Van, from where they plot to overthrow our state once again - and their plans must be taken care of.;;;;;;;;;;;;;
ASY_unite_mesopotamia_title;Unite Mesopotamia;;;;;;;;;;;;;
ASY_unite_mesopotamia_desc;Beth Aramaye, or Asoristan, historically was an island of prosperity in a sea of war and strife, until the Mongol sack of Baghdad brought the area to the surrounding lands' standards. Though much improvement was seen during the Sakarman Empire, Mesopotamia still fell behind in development compared to the inner Iranian provinces due to the region being a constant battlefield between the Sakarman and the Ethiopian Empires. Turki efforts at courting the Assyrian people allowed a resurgence of the Christian culture in Lower Mesopotamia, but Assyria failed to gain hold of these lands upon independence in 1803. Under considerable pressure from the metropolitans of these lands, the Church of the East considers establishing control over the whole of Mesopotamia an utmost priority.;;;;;;;;;;;;;
ASY_subdue_euphrates_bedouins_title;Subdue the Euphrates Bedouins;;;;;;;;;;;;;
ASY_subdue_euphrates_bedouins_desc;The southwestern shores of the Euphrates river and the desolate deserts surrounding it are inhabited by the Bedouin tribes, with small pockets of Christians concentrated in the coastal cities, most notably Deir ez-Zor. The Al-Uqaydat Confederation controls the important city, which, if it would be deprived of Egyptian support, would be easy to crush, giving us the control over both of the banks of the Euphrates.;;;;;;;;;;;;;
ASY_form_beth_nahrain_title;Unite the Fertile Crescent;;;;;;;;;;;;;
ASY_form_beth_nahrain_desc;Centuries ago, before the Arab Conquest, the lands of Syria and Mesopotamia were united in their Christian faith and their Aramaic language. Though such a state of affairs was partially emulated during the Ethiopian rule, never since have the Aramaic people been a truly dominant force in the Middle East, ruling themselves under no foreign Empire, be it Ethiopian, Roman or Turki. The Land between the Rivers is now closer than ever to fulfilling the dream that was long sought after.;;;;;;;;;;;;;
ASY_unite_aramaeans_title;Union of the Aramaeans;;;;;;;;;;;;;
ASY_unite_aramaeans_desc;Mesopotamia was thought to be truly lost to the Muslims, but the Assyrian state proved the doubters wrong, establishing a strong powerbase in the area. Now, the gaze of Beth Nahrain turns towards the west, across the Euphrates River, where our Aramaic brothers await liberation. They shall join our state, and the Aramaic world will be united!;;;;;;;;;;;;;
ASY_accept_armenians_title;Integrate Armenians;;;;;;;;;;;;;
ASY_accept_armenians_desc;Armenian people are quite comparable to Assyrian: a relatively small group of Christians, stuck between a rock and a hard place of two, and recently even three, strong empires. Despite minor differences in faith, the historical circumstances in which our identities formed, as well as a long history of cohabitation allow the Armenian people to be effortlessly integrated into $COUNTRY_ADJ$ society.;;;;;;;;;;;;;
ASY_future_of_the_assyrian_church_title;Future of the Church of the East;;;;;;;;;;;;;
ASY_future_of_the_assyrian_church_desc;The Church of the East split off from mainstream Christian Chruches in 424 due to theological disagreements regarding the nature of Christ. Isolated and persecuted, the Assyrian Church remained a hermit in the Christian world, being branded heretical by other Churches despite the fact that the original differences that caused the split were largely gone - the Nestorian doctrine was seen as more and more distant by the Assyrians, as they moved to the more conventional form of dyophysitism. Attempts to reconcile were made in the 16th century, which caused a schism in the Church of the East. But today, the Assyrian state is independent and is free to do as it wills. And the matter of Church of the East must thus be resolved once and for all.;;;;;;;;;;;;;
ASY_formalize_governance_title;Formalize Assyrian Governance;;;;;;;;;;;;;
ASY_formalize_governance_desc;The Assyrian people historically organized around the Church of the East, which served as a formal goverment of the Assyrians as a 'state inside of a state'. This, combined with the lack of an actual independent Assyrian state, made the Patriarch of the East a practical political leader of the Assyrians. The 16th century schism in the Church of the East shook this institution, creating two rival lines of Patriarchs, one of which, the Shimun line, fled to Shiraz, while the other joined communion with the Coptic Church. The latter one enjoyed little support from the populace, and was destroyed following the seizure of Assyria by the Sakarman Empire in 1740. The Shimun Patriarchs were, as such, left as the only ones standing when the Sakarmans fell, becoming the leaders of an independent Assyria. But such a form of governance was never intended to be permanent - as the Patriarchal role is already heredital, assuming the title of the King of Assyria will give the country a more conventional intrnational position.;;;;;;;;;;;;;
ASY_build_university_title;Found a $COUNTRY_ADJ$ University;;;;;;;;;;;;;
ASY_build_university_desc;Just like anywhere else in the world, education in Assyria was a thing for the rich and the smartest. Traditionally, the Church of the East served as the main source of learning, while an extremely small amount of the luckiest individuals studied abroad, most notably in Rome, Constantinople or Alexandria. The efforts of the Sakarman Shahs to court the Assyrians resulted in a massive development of Assyrian scholarship among the diaspora in Shiraz, and a significant amount of these learned men returned to Assyria upon its independence or in the years following. The modern Assyrian state, in order to meet the Western standards, needs a common education system to spread literacy among the commoners. Considering the multiethnic nature of our population, developing such a system would not be an easy task, but a local university would most certainly help us complete this task, along with a multitude of others.;;;;;;;;;;;;;
ASY_reform_education_title;Create a National Education System;;;;;;;;;;;;;
ASY_reform_education_desc;In implementing universal education, Assyria faces problems that other states do not: its linguistic diversity. Unsurprisingly, it is quite hard to develop an education program that would suit all languages of Assyria, none mutually intelligible. However, some Social Scientists at the University of $CAPITAL$ say that this is not a problem, but rather is an objective circumstance that we must solve with the education reform. If the enforced education system was purposefully made monolingual, the fact that the national identities in most tribal peoples of the country are still not fully developed (compared to the European ones) could potentially force many people to think of themselves as Assyrians. Combined with the spread of Christianity among our non-Christian subjects, its could turn out to be a grand program that would change the cultural landscape of $COUNTRY$ forever.;;;;;;;;;;;;;
ASY_rescind_convesrion_title;Rescind Discriminatory Education;;;;;;;;;;;;;
ASY_rescind_convesrion_desc;The consequences of our education reform turned out to be a little more fiery than we have expected. If we would have done this reform several decades earlier, there would certainly be less of those who called for an end to what they call 'cultural and linguistic genocide'. Their denouncements, both at internal and external levels, may just make the whole ordeal not worth it, if the calls grow too loud.;;;;;;;;;;;;;
ASY_assyrian_mesopotamia_title;Assyrian Mesopotamia;;;;;;;;;;;;;
ASY_assyrian_mesopotamia_desc;The Mesopotamian heartland is now in Christian hands, for the first time in millenia. Thankfully, the Church of the East already had a vast ecclesiastical administration network in the area, so the complete integration of Mesopotamia, including its largest city of Baghdad, won't be a problem.;;;;;;;;;;;;;
PER_caucasus_title;Restore Persian Caucasus;;;;;;;;;;;;;
PER_caucasus_desc;The links between the Christians of Persia and Assyria on one side and the Armenians on the other were strong during under Sakarman Empire, and could be traced back to Antiquity. In fact, in most Persian Empires there have been, Armenians constituted the majority of the Christian population. They were a link between the East and the West arguably more than the Assyrians, and they had great relations with the Church of the East. As the Caucasus was seized by Russia during the final years of the Sakarmans, we would have a valid casus belli to liberate the lands.;;;;;;;;;;;;;
PER_accept_iranians_title;Accept the Iranians;;;;;;;;;;;;;
PER_accept_iranians_desc;Though our state has a Persian core, the many other Iranian people are still considered to be equal to a European or a Chinese person. All Iranian peoples shall be granted civil rights and integrated into Persia.;;;;;;;;;;;;;
ASY_invade_iran_title;Intervene in Iran;;;;;;;;;;;;;
ASY_invade_iran_desc;Iran has been in flames for three decades already, but a nomadic onslaught on Shiraz, the capital of the fallen Sakarman Empire, marks a culmination of 37 years of civil war. In the light of the devastation that this invasion is expected to cause (the learned men of Shiraz are well-informed on the Mongol and Timurid invasions), the vast ecclesiastical system that the Church of the East had built among the many Assyrians and Persian Christians is under the yhreat of being completely destroyed. The fleeing Assyrians are proposing the unthinkable: Assyria should use its advanced military and, with Greek help, seize control of Iran. §RAn invasion will commence immediately, and we will need to be quick, lest the scope of our actions will be felt deeply.§!;;;;;;;;;;;;;
ASY_become_persia_title;Crown the King of Persia;;;;;;;;;;;;;
ASY_become_persia_desc;Through fire and conquest, the Assyrian Army subdued the lands of Persia proper. Hundreds of thousands lay dead, the cities and the countryside are in rubble and the former nobility has been almost completely eliminated. The eastern provinces of the Church of the East remain as the only semblance of a functioning government in the devastated lands, as many join the congregation, seeing the feats that Assyria has acomplished, either in awe or fear. But in Nineveh, the political life is at its height: the Assyrians have never thought of such a possibility, but now they are in control of the whole of Persia! But the uncertainty of the future weighs down the celebrations. The Muslim resistance to occupation by the Christians has been high during the conquest itself, and now it is even higher - to survive and quell the brewing unrest, Assyria will need to fidn support among the locals it just conquered. With this in mind, the Patriarch called for an assembly of all of Persia, with the goal to elect and crown a new King.;;;;;;;;;;;;;
PER_sword_and_fire_title;Sword and Fire;;;;;;;;;;;;;
PER_sword_and_fire_desc;The history Christianity in Persia was always coupled with persecution. The Sasanian Emperors executed thousands of the faithful, giving the Church a multitude of Saints and Martyrs. The Islamic conquest brought almost a complete end for Christianity: only the filthy Turki horse lords, in their stupidity, allowed the Assyrian Church to exist freely in Persia. Now, history has been avenged: Persia sits firmly in Christian hands. But we cannot wait for God to punish the heathens in the afterlife. §RThe pit of fire§! will await them in this life, unless they repent. Only then we may forgive their sins.;;;;;;;;;;;;;
PER_end_sword_and_fire_title;End the 'Sword and Fire' Policy;;;;;;;;;;;;;
PER_end_sword_and_fire_desc;The policy of 'Sword and Fire' has seen great success in making the heathens of Persia see the light of Christ. However, the reaction from both the internal dissidents and the international community has been quite harsh. We are essentially close to being an international pariah because of the methods we employ. It would be wise to accept what we got out of the policy and end it for now.;;;;;;;;;;;;;
KDS_collect_tribute_title;Collect Tribute;;;;;;;;;;;;;
KDS_collect_tribute_desc;The complete collapse of trade links in the former lands of the Sakarman Empire led to an economic downturn in all for all its former subjects, with the Kurds being no exception. The underdeveloped highlands did not allow the tribal leadership to acquire any source of income other than the traditional taxation, and so, all in Kurdistan took up the questionable practice of forcing tribute out of the locals, like a herder would periodically cut a sheep's wool.;;;;;;;;;;;;;
KDS_rein_in_the_tribes_title;Rein in the Tribes;;;;;;;;;;;;;
KDS_rein_in_the_tribes_desc;The traditional tribal organization of the Kurds allows for much autonomy for a considerable part of the population, which includes the tribes that are only nominally subject to whoever would attempt to subjugate a considerable amount of them. This is the reason why the Kurds would rarely constitute something even remotely close to a singular, united polity that would act as one - a tribe bows to no one but its leader, and there are only so many tribes one person can control directly, having to instead rely on subordinate chiefs. But the Shekh's rule must be absolute if Kurdistan is to advance, both politically and socially.;;;;;;;;;;;;;
KDS_consolidate_lake_van_title;Consolidate Lake Van;;;;;;;;;;;;;
KDS_consolidate_lake_van_desc;The populous shores of the Lake Van, thanks to their remoteness and practical uselessness for neighboring powers, have remained unconquered even by the Sakarmans, whose rule was only nominal in these lands. The brave Kurdish tribes kept it to themselves for centuries, vying for power among each other while fighting off the fools that attempted to challenge the Kurdish independence. But change is felt in Kurdistan - technological advancements in various fields allow enemy armies to more effectively penetrate into the mountains, with the Assyrian Expedition of the Greek Army conducted in 1806 showing that an advanced enough force can easily break the Kurdish resistance. The independent tribes must for once unite under a single banner, to descend from their mountain fortresses as a united force that will assert itself as a modern polity in the Middle East.;;;;;;;;;;;;;
KDS_unite_kurdistan_title;Unite Kurdistan;;;;;;;;;;;;;
KDS_unite_kurdistan_desc;Characterized by rough terrain and a fierce population, Kurdistan was never truly conquered by any powers outside of it. The social organization of the Kurds, being at the same time a political one, allowed the Kurdish polities to lie dormant under foreign yoke. It first came to light when the Mongol Ilkhanate collapsed in 1290 due to internal strife - the Yazidi Shekhdom survived the 'conquest' and came out of it stronger, managing to sway many Turks roaming Western Anatolia at the time. This was Kurdistan's highest point of political advancement - but the Yazidi Empire fell it the 1430s, with the tribes being once again set adrift. Strife and oppression were the only things the Kurds had known since then - and time has come for the Kurds to reclaim their rightful place in history, unified for the first time in centuries.;;;;;;;;;;;;;
KDS_kurdish_uprising_title;Second Kurdish Uprising;;;;;;;;;;;;;
KDS_kurdish_uprising_desc;In 1799, following a coup by the Pashtuns and the Qizilbash, the Sakarman Empire fell into a decades-lasting civil war. Already severely overextended after their conquest of the Middle East from Ethiopia, the Sakarman forces quickly retreated out of Syria, and then Northern Mesopotamia, where the reigns of power were taken by the Assyrians. The Kurdish tribes did not sit idly and watch tribes fall into Assyrian hands one by one, launching an uprising that came close to dismantling the newly founded Assyrian state - only to be stopped in their tracks in 1806 by the Greek Army, that was sent here in an expedition, albeit deeply unpopular one, to help the Assyrians. In the decades that followed, we witnessed an unprecedented growth of Assyrian power under the lazy protection of Constantinople. And though repeating our feats in the First Uprising might seem like an impossibility now, the odds of a direct Greek intervention would be non-existant if we took the required precautionary measures - perhaps, 1806 could be avenged?;;;;;;;;;;;;;
KDS_eastern_bulwark_title;The Eastern Tribes;;;;;;;;;;;;;
KDS_eastern_bulwark_desc;The Kurdish society is, unfortunately, divided among two different religions - Sunni Islam and Yazidism, as well as a small minority of Shias. Though our ways of life and political situation are similar enough for a common identity to be somewhat felt, rarely did the majority Sunni Kurds of the east care about the affairs of their Yazidi brothers in the west. Such a division was also partially caused by a great difference in geographic circustances - the Western Kurds had their mountain to hide in, while the Eastern Kurds were too nestled too deep inside the urbanized Persians, a significant amount even populating the urban centers. Independence was thus left to be enjoyed only by the Western Kurds, whose duty it is now to unite all Kurds and set foot in lands that had not seen Kurdish rule for centuries - the rich Lower Mesopotamia.;;;;;;;;;;;;;
KDS_caucasus_title;A Caucasian Bulwark;;;;;;;;;;;;;
KDS_caucasus_desc;Relations between the Kurds and the Caucasian peoples have, just like any other relations in the region, a long and troubling history. The Kurds technically occupy a part of the Armenian homeland, and the Armenians know and despise it, though the newly-founded Armenian state never attempted to penetrate into the mountains with their limited resources. The Azeris, on the other hand, were quite friendly towards the Kurds, thanks not only to the shared Iranian heritage, but also to a respect of each others' faiths. With the Kurds emerging triumphant in their struggle with the Assyrians, we can deal a final blow to the Armenians and incorporate the Azeris, thus securing our northern flank.;;;;;;;;;;;;;
KDS_empire_title;text;;;;;;;;;;;;;
KDS_empire_desc;text;;;;;;;;;;;;;
ASY_retreat_from_iran_title;Retreat from Iran;;;;;;;;;;;;;
ASY_retreat_from_iran_desc;Before we involve ourselves deep in the Iranian campaign, maybe we should rethink our decisions and end the whole thing prematurely, unless things may get worse.;;;;;;;;;;;;;
decision_example_title;text;;;;;;;;;;;;;
decision_example_desc;text;;;;;;;;;;;;;
colonize_centralasian_desert_title;Subdue the Deserts;;;;;;;;;;;;;
colonize_centralasian_desert_desc;The deserts of Central Asia are harsh and inhospitable for permanent settlements. Only nomads and rare merchants can be seen in these lands. But these locations are of strategic importance to us, and must thus be tamed.;;;;;;;;;;;;;
CAU_form_title;Unite the Caucasus;;;;;;;;;;;;;
CAU_form_desc;The Caucasian lands are diverse, situated on a crossroads of large empires and sparsely populated - all of this lead to long periods of foreign domination. But circumstances have led the Caucasus to regain the reins of power: the Bagrationis of Georgia strenghtened their state, the Atabekians of Armenia headed a heroic fight against the Iranians, the peoples of the Northern Caucasus fended off the Russians and the Azeris overthrew the tyrants in Shiraz. The Caucasus is witnessing a historic moment: the complete unification of the land.;;;;;;;;;;;;;
CAU_unity_title;Caucasian Unity;;;;;;;;;;;;;
CAU_unity_desc;The Caucasus is about roughly divided between the Muslims and the Christians, whose relations are strained by hundreds of years of rivalry. We need to create an administration capable of accepting all religions.;;;;;;;;;;;;;
CAU_assyrians_title;Add Assyrians to the Caucasus;;;;;;;;;;;;;
CAU_assyrians_desc;The Assyrians, though not usually considered to be part of the Caucasian peoples, technically inhabit a portion of the Caucasus Mountains, and have historically intermingled with the other Caucasian peoples. Considering they are our brothers in faith, they could be integrated with little problem.;;;;;;;;;;;;;
CAU_kurds_title;Add Kurds to the Caucasus;;;;;;;;;;;;;
CAU_kurds_desc;The Kurds, though not usually considered to be part of the Caucasian peoples, technically inhabit a portion of the Caucasus Mountains, and have historically intermingled with the other Caucasian peoples. Considering they are our brothers in faith, they could be integrated with little problem.;;;;;;;;;;;;;
EPI_greater_epirus_title;Claim Greater Epirus;;;;;;;;;;;;;
EPI_greater_epirus_desc;The Armanite Project, started in the late 18th century, which unified the various disorganized Latin-speaking and Illyrian-speaking peoples of Epirus, has come so far that a national identity is now unbreakable. The Armanite State, as such, may no longer focus on internal issues and must go on the offensive to unite with the Armanites of Greece.;;;;;;;;;;;;;
NAP_proclaim_republic_title;Proclaim the Neapolitan Republic;;;;;;;;;;;;;
NAP_proclaim_republic_desc;The advent of foreign threats demands the end of temporary Noble governance. Long live the Neapolitan Republic, a free state in the Mezzogiorno!;;;;;;;;;;;;;
BYZ_offensive_in_syria_title;Offensive in Syria;;;;;;;;;;;;;
BYZ_offensive_in_syria_desc;Syria is in flames: not even the Army can safely reside in the region. In no province of the Empire should such horrors be allowed. We must decide on a course of action.;;;;;;;;;;;;;
BYZ_institutionalize_melkites_title;Institutionalize the Melkites;;;;;;;;;;;;;
BYZ_institutionalize_melkites_desc;The Melkites are a friend of ours in our process of integrating Syria. Thanks to our funding, each year their influence on the Syrian population increases, and many of them hold administrative positions in local governments. To fully integrate Syria we must go further, and merge the Melkites with the state by making them into the local bureaucracy, as well as ensuring their representation in the Legislative.;;;;;;;;;;;;;
EGY_annex_uqaydat_title;Incorporate Dayru z-Zawr;;;;;;;;;;;;;
EGY_annex_uqaydat_desc;Dayru z-Zawr, or Ed-Deir for short, was placed under control of the local Bedouin tribes after the fall of the Sakarmans. The remoteness of the city, which stands in the middle of the Syrian Desert, as well as its location on the edge of three powers (Assyria, Egypt and Iran) made it quite problematic to control, so the Egyptian King eventually offered the Bedouins vassalage, which they accepted. The so-called Uqaydat Confederation is weak, though, and their lands are better be confiscated as per the recent reforms in land ownership.;;;;;;;;;;;;;
DHO_foreign_power_support_title;Support Dhofari Independence;;;;;;;;;;;;;
DHO_foreign_power_support_desc;Dhofar was ceded by Bilarab al-Harthi, Sultan of Mascat, to a nobleman from the Jaboub clan. This nobleman turned out to be extremely selfish and willing to sell out his domain and turn against anybody in exchange for wealth. As such, if we wish to gain a foothold in South Arabia, we could exploit this and help Dhofar win the fight against Muscat.;;;;;;;;;;;;;
EGY_reinstate_greek_school_title;Reinstate the Alexandria Greek School;;;;;;;;;;;;;
EGY_reinstate_greek_school_desc;The Alexandria Greek School was famous throughout the Eastern Mediterranean during the times of Ethiopian rule for being the important link between the European and Coptic scientific communities. Unfortunately, it was forced to close down during Muhsin I's Siege of Alexandria. Though the scholars that worked in the School heavily contributed to the creation of the Egyptian parliamentary system at the Treaty of Alexandria, the School was never re-opened. Perhaps it would be beneficial to contact Constantinople and attempt to restore it.;;;;;;;;;;;;;
